parent_changed_lines,parent_used_lines,parent_changed_used_lines,parent_methods_used_lines,parent_methods_changed_used_lines,parent_methods_count,parent_lines_hunks,parent_used_lines_hunks,used_added_lines+used_removed_lines,used_added_lines-used_removed_lines,parent_Invocation,parent_WhileStatement,parent_Expression,parent_Member,parent_TypeArgument,parent_TypeDeclaration,parent_ThrowStatement,parent_BreakStatement,parent_SwitchStatement,parent_LocalVariableDeclaration,parent_AnnotationDeclaration,parent_InnerClassCreator,parent_ArraySelector,parent_ForStatement,parent_InferredFormalParameter,parent_MemberReference,parent_ElementArrayValue,parent_InterfaceDeclaration,parent_AnnotationMethod,parent_ExplicitConstructorInvocation,parent_CatchClauseParameter,parent_BlockStatement,parent_FieldDeclaration,parent_TypeParameter,parent_Declaration,parent_ArrayCreator,parent_EnhancedForControl,parent_ContinueStatement,parent_TryResource,parent_Creator,parent_VariableDeclarator,parent_ReferenceType,parent_EnumBody,parent_MethodReference,parent_CatchClause,parent_BinaryOperation,parent_ArrayInitializer,parent_Type,parent_MethodInvocation,parent_Assignment,parent_StatementExpression,parent_ConstantDeclaration,parent_Annotation,parent_PackageDeclaration,parent_IfStatement,parent_SwitchStatementCase,parent_ClassReference,parent_FormalParameter,parent_EnumDeclaration,parent_CompilationUnit,parent_EnumConstantDeclaration,parent_VoidClassReference,parent_TryStatement,parent_Primary,parent_SuperConstructorInvocation,parent_VariableDeclaration,parent_BasicType,parent_SuperMethodInvocation,parent_Cast,parent_ReturnStatement,parent_ElementValuePair,parent_ClassCreator,parent_Literal,parent_ForControl,parent_TernaryExpression,parent_MethodDeclaration,parent_Import,parent_Documented,parent_Statement,parent_This,parent_AssertStatement,parent_ConstructorDeclaration,parent_SuperMemberReference,parent_LambdaExpression,parent_SynchronizedStatement,parent_DoStatement,parent_ClassDeclaration,delta_Invocation,delta_WhileStatement,delta_Expression,delta_Member,delta_TypeArgument,delta_TypeDeclaration,delta_ThrowStatement,delta_BreakStatement,delta_SwitchStatement,delta_LocalVariableDeclaration,delta_AnnotationDeclaration,delta_InnerClassCreator,delta_ArraySelector,delta_ForStatement,delta_InferredFormalParameter,delta_MemberReference,delta_ElementArrayValue,delta_InterfaceDeclaration,delta_AnnotationMethod,delta_ExplicitConstructorInvocation,delta_CatchClauseParameter,delta_BlockStatement,delta_FieldDeclaration,delta_TypeParameter,delta_Declaration,delta_ArrayCreator,delta_EnhancedForControl,delta_ContinueStatement,delta_TryResource,delta_Creator,delta_VariableDeclarator,delta_ReferenceType,delta_EnumBody,delta_MethodReference,delta_CatchClause,delta_BinaryOperation,delta_ArrayInitializer,delta_Type,delta_MethodInvocation,delta_Assignment,delta_StatementExpression,delta_ConstantDeclaration,delta_Annotation,delta_PackageDeclaration,delta_IfStatement,delta_SwitchStatementCase,delta_ClassReference,delta_FormalParameter,delta_EnumDeclaration,delta_CompilationUnit,delta_EnumConstantDeclaration,delta_VoidClassReference,delta_TryStatement,delta_Primary,delta_SuperConstructorInvocation,delta_VariableDeclaration,delta_BasicType,delta_SuperMethodInvocation,delta_Cast,delta_ReturnStatement,delta_ElementValuePair,delta_ClassCreator,delta_Literal,delta_ForControl,delta_TernaryExpression,delta_MethodDeclaration,delta_Import,delta_Documented,delta_Statement,delta_This,delta_AssertStatement,delta_ConstructorDeclaration,delta_SuperMemberReference,delta_LambdaExpression,delta_SynchronizedStatement,delta_DoStatement,delta_ClassDeclaration,ast_diff_condBlockOthersAdd,ast_diff_condBlockRetAdd,ast_diff_condBlockExcAdd,ast_diff_condBlockRem,ast_diff_expLogicExpand,ast_diff_expLogicReduce,ast_diff_expLogicMod,ast_diff_expArithMod,ast_diff_wrapsIf,ast_diff_wrapsIfElse,ast_diff_wrapsElse,ast_diff_wrapsTryCatch,ast_diff_wrapsMethod,ast_diff_wrapsLoop,ast_diff_unwrapIfElse,ast_diff_unwrapMethod,ast_diff_unwrapTryCatch,ast_diff_wrongVarRef,ast_diff_wrongMethodRef,ast_diff_missNullCheckP,ast_diff_missNullCheckN,ast_diff_singleLine,ast_diff_copyPaste,ast_diff_constChange,ast_diff_codeMove,ast_diff_notClassified,ast_diff_binOperatorModif,ast_diff_addassignment,ast_diff_assignAdd,ast_diff_assignRem,ast_diff_assignExpChange,ast_diff_condBranIfAdd,ast_diff_condBranIfElseAdd,ast_diff_condBranElseAdd,ast_diff_condBranCaseAdd,ast_diff_condBranRem,ast_diff_condExpExpand,ast_diff_condExpRed,ast_diff_condExpMod,ast_diff_loopAdd,ast_diff_loopRem,ast_diff_loopCondChange,ast_diff_loopInitChange,ast_diff_mcAdd,ast_diff_mcRem,ast_diff_mcRepl,ast_diff_mcMove,ast_diff_mcParAdd,ast_diff_mcParRem,ast_diff_mcParSwap,ast_diff_mcParValChange,ast_diff_mdAdd,ast_diff_mdRem,ast_diff_mdRen,ast_diff_mdParAdd,ast_diff_mdParRem,ast_diff_mdParTyChange,ast_diff_mdRetTyChange,ast_diff_mdModChange,ast_diff_mdOverride,ast_diff_objInstAdd,ast_diff_objInstRem,ast_diff_objInstMod,ast_diff_exTryCatchAdd,ast_diff_exTryCatchRem,ast_diff_exThrowsAdd,ast_diff_exThrowsRem,ast_diff_retBranchAdd,ast_diff_retRem,ast_diff_retExpChange,ast_diff_varAdd,ast_diff_varRem,ast_diff_varTyChange,ast_diff_varModChange,ast_diff_varReplVar,ast_diff_varReplMc,ast_diff_tyAdd,ast_diff_tyImpInterf,parent_LOC,delta_LOC,parent_CLOC,delta_CLOC,parent_LLOC,delta_LLOC,parent_LDC,delta_LDC,parent_NOS,delta_NOS,parent_TLLOC,delta_TLLOC,parent_NLE,delta_NLE,parent_NOI,delta_NOI,parent_NUMPAR,delta_NUMPAR,parent_LLDC,delta_LLDC,parent_NII,delta_NII,parent_NL,delta_NL,parent_TLOC,delta_TLOC,parent_CLLC,delta_CLLC,parent_TCLOC,delta_TCLOC,parent_DLOC,delta_DLOC,parent_NLM,delta_NLM,parent_NPA,delta_NPA,parent_TNLPM,delta_TNLPM,parent_TNLA,delta_TNLA,parent_NLA,delta_NLA,parent_TNLPA,delta_TNLPA,parent_NM,delta_NM,parent_TNG,delta_TNG,parent_NLPM,delta_NLPM,parent_TNM,delta_TNM,parent_NLS,delta_NLS,parent_NG,delta_NG,parent_TNLG,delta_TNLG,parent_RFC,delta_RFC,parent_NLG,delta_NLG,parent_TNLS,delta_TNLS,parent_TNA,delta_TNA,parent_NLPA,delta_NLPA,parent_NPM,delta_NPM,parent_TNPM,delta_TNPM,parent_TNS,delta_TNS,parent_NA,delta_NA,parent_NS,delta_NS,parent_TNLM,delta_TNLM,parent_TNPA,delta_TNPA,commit insert bug?,ID
0,16,0,12,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,3.0,34.0,1.0,14.0,1.0,0.0,0.0,4.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,3.0,0.0,0.0,34.0,1.0,34.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0,39a9cd103a2911f83b82593094a08466cbea8018_SerializationException.java
0,10,0,6,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,35.0,1.0,8.0,1.0,0.0,0.0,2.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,0.0,0.0,35.0,1.0,35.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0,39a9cd103a2911f83b82593094a08466cbea8018_UnhandledException.java
143,479,143,442,128,81,64,64,185,-101,0,6,0,0,0,0,6,0,0,28,0,0,18,2,0,277,0,0,0,10,0,47,0,0,0,3,0,0,0,0,27,0,0,0,1,75,0,0,88,52,107,0,0,0,30,0,0,0,0,0,0,0,1,0,0,2,0,0,8,49,0,18,95,2,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,-1,0,0,-7,-1,0,-42,0,0,0,0,0,-11,0,0,0,0,0,0,0,0,-2,0,0,0,0,-23,0,0,-12,-6,-20,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,-1,0,0,-2,-14,0,-14,-22,-1,-4,0,0,0,0,-6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,29.0,32.0,0.0,12.0,42.0,52.0,0.0,203.0,4.0,14.0,0.0,6.0,31.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,0.0,0.0,0.0,3.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1204.0,-267.0,675.0,-142.0,471.0,-97.0,0.0,0.0,224.0,-41.0,530.0,-156.0,6.0,-2.0,4.0,-4.0,79.0,-25.0,0.0,0.0,11.0,-11.0,6.0,-2.0,1353.0,-416.0,0.0,0.0,782.0,-249.0,621.0,-142.0,75.0,-14.0,8.0,-8.0,70.0,-17.0,26.0,-14.0,23.0,-11.0,8.0,-8.0,75.0,-14.0,14.0,0.0,63.0,-10.0,86.0,-25.0,10.0,0.0,14.0,0.0,14.0,0.0,79.0,-18.0,14.0,0.0,10.0,0.0,26.0,-14.0,8.0,-8.0,63.0,-10.0,70.0,-17.0,10.0,0.0,23.0,-11.0,10.0,0.0,86.0,-25.0,8.0,-8.0,0,a5311d05afc8dfc2983c9c8e932216195f09de82_StrTokenizer.java
29,942,29,940,29,113,5,5,55,-3,0,5,0,0,0,0,20,3,0,64,0,0,46,22,0,905,0,0,0,1,0,159,0,0,0,8,0,2,0,0,87,0,0,0,0,316,0,0,208,80,172,0,0,0,124,0,0,0,0,0,0,0,0,0,0,22,0,0,2,142,0,30,286,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-3,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,-1,0,0,0,0,-4,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1995.0,-4.0,976.0,0.0,935.0,-3.0,100.0,0.0,595.0,-2.0,959.0,-3.0,4.0,0.0,1.0,0.0,164.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,2035.0,-4.0,0.0,0.0,989.0,0.0,974.0,0.0,109.0,0.0,0.0,0.0,110.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,109.0,0.0,3.0,0.0,103.0,0.0,117.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,110.0,0.0,3.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,103.0,0.0,110.0,0.0,3.0,0.0,5.0,0.0,3.0,0.0,117.0,0.0,0.0,0.0,0,eea36f49f6b09c302f5f51cfd6184472f436261d_StrBuilder.java
55,823,55,821,55,97,15,15,223,113,0,5,0,0,0,0,20,1,0,52,0,0,43,17,0,803,0,0,0,1,0,140,0,0,0,8,0,2,0,0,70,0,0,0,0,279,0,0,188,77,166,0,0,0,110,0,0,0,0,0,0,0,0,0,0,17,0,0,2,117,0,30,230,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,3,5,0,102,0,0,0,0,0,19,0,0,0,0,0,0,0,0,17,0,0,0,0,37,0,0,20,3,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,0,0,0,19,0,0,56,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,5.0,0.0,17.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,25.0,5.0,3.0,3.0,75.0,11.0,0.0,164.0,17.0,1.0,6.0,29.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,20.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1676.0,304.0,792.0,175.0,816.0,113.0,100.0,0.0,521.0,68.0,840.0,113.0,4.0,0.0,1.0,0.0,130.0,34.0,0.0,0.0,1.0,0.0,4.0,0.0,1716.0,304.0,0.0,0.0,805.0,175.0,788.0,177.0,93.0,16.0,0.0,0.0,97.0,13.0,5.0,0.0,5.0,0.0,0.0,0.0,93.0,16.0,3.0,0.0,90.0,13.0,101.0,16.0,3.0,0.0,3.0,0.0,3.0,0.0,94.0,16.0,3.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,90.0,13.0,97.0,13.0,3.0,0.0,5.0,0.0,3.0,0.0,101.0,16.0,0.0,0.0,0,810e69f7a470eb9dce71de314f0a98c0f7840a24_StrBuilder.java
0,21,0,14,0,3,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,15.0,0.0,16.0,2.0,0.0,0.0,8.0,2.0,16.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,0.0,0.0,15.0,0.0,15.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,810e69f7a470eb9dce71de314f0a98c0f7840a24_TextTestSuite.java
2,823,2,821,2,97,2,2,4,0,0,5,0,0,0,0,20,1,0,52,0,0,43,17,0,801,0,0,0,1,0,140,0,0,0,8,0,2,0,0,70,0,0,0,0,277,0,0,188,77,166,0,0,0,110,0,0,0,0,0,0,0,0,0,0,17,0,0,2,117,0,30,230,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1676.0,0.0,792.0,0.0,816.0,0.0,100.0,0.0,521.0,0.0,840.0,0.0,4.0,0.0,1.0,0.0,130.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1716.0,0.0,0.0,0.0,805.0,0.0,788.0,0.0,93.0,0.0,0.0,0.0,97.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,93.0,0.0,3.0,0.0,90.0,0.0,101.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,94.0,0.0,3.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,90.0,0.0,97.0,0.0,3.0,0.0,5.0,0.0,3.0,0.0,101.0,0.0,0.0,0.0,0,030267a91bc5a0871c89427a6b56f57c0b421fcd_StrBuilder.java
86,193,86,181,85,30,21,21,308,136,0,2,0,0,0,0,3,0,0,16,0,0,0,1,0,118,0,0,0,4,0,18,0,0,0,0,0,0,0,0,15,0,0,0,0,47,0,0,104,15,39,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,21,0,7,42,1,2,0,0,0,0,22,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,1,1,0,0,0,0,0,123,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,91,20,55,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,2,35,0,14,9,0,1,0,0,0,0,58,0,0,0,0,0,-1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,21.0,15.0,3.0,6.0,5.0,3.0,3.0,5.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,73.0,39.0,6.0,4.0,68.0,36.0,2.0,321.0,31.0,3.0,0.0,37.0,7.0,0.0,0.0,0.0,0.0,11.0,1.0,12.0,0.0,0.0,0.0,0.0,24.0,5.0,7.0,9.0,10.0,0.0,0.0,22.0,0.0,2.0,0.0,503.0,352.0,331.0,188.0,184.0,136.0,0.0,0.0,93.0,51.0,205.0,283.0,6.0,4.0,2.0,9.0,41.0,30.0,0.0,0.0,1.0,5.0,6.0,5.0,563.0,705.0,0.0,0.0,382.0,361.0,319.0,187.0,27.0,30.0,0.0,0.0,27.0,22.0,9.0,26.0,8.0,13.0,0.0,0.0,27.0,30.0,6.0,22.0,22.0,12.0,32.0,59.0,5.0,10.0,5.0,11.0,6.0,22.0,29.0,39.0,5.0,11.0,6.0,20.0,9.0,26.0,0.0,0.0,22.0,12.0,27.0,22.0,6.0,20.0,8.0,13.0,5.0,10.0,32.0,59.0,0.0,0.0,0,e4812f52ba44f7284851ebf19107f89f27ec8b0e_VariableFormatter.java
6,481,6,444,6,81,2,2,10,-2,0,6,0,0,0,0,6,0,0,28,0,0,18,2,0,277,0,0,0,10,0,49,0,0,0,3,0,0,0,0,27,0,0,0,1,75,0,0,88,52,107,0,0,0,30,0,0,0,0,0,0,0,1,0,0,2,0,0,8,49,0,18,95,2,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206.0,-2.0,675.0,0.0,473.0,-2.0,0.0,0.0,224.0,0.0,532.0,-2.0,6.0,0.0,4.0,0.0,79.0,0.0,0.0,0.0,11.0,0.0,6.0,0.0,1355.0,-2.0,0.0,0.0,782.0,0.0,621.0,0.0,75.0,0.0,8.0,0.0,70.0,0.0,26.0,0.0,23.0,0.0,8.0,0.0,75.0,0.0,14.0,0.0,63.0,0.0,86.0,0.0,10.0,0.0,14.0,0.0,14.0,0.0,79.0,0.0,14.0,0.0,10.0,0.0,26.0,0.0,8.0,0.0,63.0,0.0,70.0,0.0,10.0,0.0,23.0,0.0,10.0,0.0,86.0,0.0,8.0,0.0,0,d1bd992c69e3341dd4de1c675cb5f1d7a4a503c9_StrTokenizer.java
12,795,12,782,12,84,3,3,24,0,0,5,0,0,0,0,20,1,0,52,0,0,43,17,0,783,0,0,0,1,0,140,0,0,0,8,0,2,0,0,70,0,0,0,0,275,0,0,178,77,154,0,0,0,110,0,0,0,0,0,0,0,0,0,0,17,0,0,0,116,0,30,232,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610.0,1.0,762.0,1.0,789.0,0.0,100.0,0.0,514.0,0.0,789.0,0.0,4.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1610.0,1.0,0.0,0.0,762.0,1.0,760.0,1.0,84.0,0.0,0.0,0.0,82.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,84.0,0.0,3.0,0.0,82.0,0.0,84.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,84.0,0.0,3.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,82.0,0.0,82.0,0.0,3.0,0.0,5.0,0.0,3.0,0.0,84.0,0.0,0.0,0.0,0,5108fdc8fc8add6c2722988e92a37f661ea63ffe_StrBuilder.java
