parent_changed_lines,parent_used_lines,parent_changed_used_lines,parent_methods_used_lines,parent_methods_changed_used_lines,parent_methods_count,parent_lines_hunks,parent_used_lines_hunks,used_added_lines+used_removed_lines,used_added_lines-used_removed_lines,parent_Invocation,parent_WhileStatement,parent_Expression,parent_Member,parent_TypeArgument,parent_TypeDeclaration,parent_ThrowStatement,parent_BreakStatement,parent_SwitchStatement,parent_LocalVariableDeclaration,parent_AnnotationDeclaration,parent_InnerClassCreator,parent_ArraySelector,parent_ForStatement,parent_InferredFormalParameter,parent_MemberReference,parent_ElementArrayValue,parent_InterfaceDeclaration,parent_AnnotationMethod,parent_ExplicitConstructorInvocation,parent_CatchClauseParameter,parent_BlockStatement,parent_FieldDeclaration,parent_TypeParameter,parent_Declaration,parent_ArrayCreator,parent_EnhancedForControl,parent_ContinueStatement,parent_TryResource,parent_Creator,parent_VariableDeclarator,parent_ReferenceType,parent_EnumBody,parent_MethodReference,parent_CatchClause,parent_BinaryOperation,parent_ArrayInitializer,parent_Type,parent_MethodInvocation,parent_Assignment,parent_StatementExpression,parent_ConstantDeclaration,parent_Annotation,parent_PackageDeclaration,parent_IfStatement,parent_SwitchStatementCase,parent_ClassReference,parent_FormalParameter,parent_EnumDeclaration,parent_CompilationUnit,parent_EnumConstantDeclaration,parent_VoidClassReference,parent_TryStatement,parent_Primary,parent_SuperConstructorInvocation,parent_VariableDeclaration,parent_BasicType,parent_SuperMethodInvocation,parent_Cast,parent_ReturnStatement,parent_ElementValuePair,parent_ClassCreator,parent_Literal,parent_ForControl,parent_TernaryExpression,parent_MethodDeclaration,parent_Import,parent_Documented,parent_Statement,parent_This,parent_AssertStatement,parent_ConstructorDeclaration,parent_SuperMemberReference,parent_LambdaExpression,parent_SynchronizedStatement,parent_DoStatement,parent_ClassDeclaration,delta_Invocation,delta_WhileStatement,delta_Expression,delta_Member,delta_TypeArgument,delta_TypeDeclaration,delta_ThrowStatement,delta_BreakStatement,delta_SwitchStatement,delta_LocalVariableDeclaration,delta_AnnotationDeclaration,delta_InnerClassCreator,delta_ArraySelector,delta_ForStatement,delta_InferredFormalParameter,delta_MemberReference,delta_ElementArrayValue,delta_InterfaceDeclaration,delta_AnnotationMethod,delta_ExplicitConstructorInvocation,delta_CatchClauseParameter,delta_BlockStatement,delta_FieldDeclaration,delta_TypeParameter,delta_Declaration,delta_ArrayCreator,delta_EnhancedForControl,delta_ContinueStatement,delta_TryResource,delta_Creator,delta_VariableDeclarator,delta_ReferenceType,delta_EnumBody,delta_MethodReference,delta_CatchClause,delta_BinaryOperation,delta_ArrayInitializer,delta_Type,delta_MethodInvocation,delta_Assignment,delta_StatementExpression,delta_ConstantDeclaration,delta_Annotation,delta_PackageDeclaration,delta_IfStatement,delta_SwitchStatementCase,delta_ClassReference,delta_FormalParameter,delta_EnumDeclaration,delta_CompilationUnit,delta_EnumConstantDeclaration,delta_VoidClassReference,delta_TryStatement,delta_Primary,delta_SuperConstructorInvocation,delta_VariableDeclaration,delta_BasicType,delta_SuperMethodInvocation,delta_Cast,delta_ReturnStatement,delta_ElementValuePair,delta_ClassCreator,delta_Literal,delta_ForControl,delta_TernaryExpression,delta_MethodDeclaration,delta_Import,delta_Documented,delta_Statement,delta_This,delta_AssertStatement,delta_ConstructorDeclaration,delta_SuperMemberReference,delta_LambdaExpression,delta_SynchronizedStatement,delta_DoStatement,delta_ClassDeclaration,ast_diff_condBlockOthersAdd,ast_diff_condBlockRetAdd,ast_diff_condBlockExcAdd,ast_diff_condBlockRem,ast_diff_expLogicExpand,ast_diff_expLogicReduce,ast_diff_expLogicMod,ast_diff_expArithMod,ast_diff_wrapsIf,ast_diff_wrapsIfElse,ast_diff_wrapsElse,ast_diff_wrapsTryCatch,ast_diff_wrapsMethod,ast_diff_wrapsLoop,ast_diff_unwrapIfElse,ast_diff_unwrapMethod,ast_diff_unwrapTryCatch,ast_diff_wrongVarRef,ast_diff_wrongMethodRef,ast_diff_missNullCheckP,ast_diff_missNullCheckN,ast_diff_singleLine,ast_diff_copyPaste,ast_diff_constChange,ast_diff_codeMove,ast_diff_notClassified,ast_diff_binOperatorModif,ast_diff_addassignment,ast_diff_assignAdd,ast_diff_assignRem,ast_diff_assignExpChange,ast_diff_condBranIfAdd,ast_diff_condBranIfElseAdd,ast_diff_condBranElseAdd,ast_diff_condBranCaseAdd,ast_diff_condBranRem,ast_diff_condExpExpand,ast_diff_condExpRed,ast_diff_condExpMod,ast_diff_loopAdd,ast_diff_loopRem,ast_diff_loopCondChange,ast_diff_loopInitChange,ast_diff_mcAdd,ast_diff_mcRem,ast_diff_mcRepl,ast_diff_mcMove,ast_diff_mcParAdd,ast_diff_mcParRem,ast_diff_mcParSwap,ast_diff_mcParValChange,ast_diff_mdAdd,ast_diff_mdRem,ast_diff_mdRen,ast_diff_mdParAdd,ast_diff_mdParRem,ast_diff_mdParTyChange,ast_diff_mdRetTyChange,ast_diff_mdModChange,ast_diff_mdOverride,ast_diff_objInstAdd,ast_diff_objInstRem,ast_diff_objInstMod,ast_diff_exTryCatchAdd,ast_diff_exTryCatchRem,ast_diff_exThrowsAdd,ast_diff_exThrowsRem,ast_diff_retBranchAdd,ast_diff_retRem,ast_diff_retExpChange,ast_diff_varAdd,ast_diff_varRem,ast_diff_varTyChange,ast_diff_varModChange,ast_diff_varReplVar,ast_diff_varReplMc,ast_diff_tyAdd,ast_diff_tyImpInterf,parent_LOC,delta_LOC,parent_CLOC,delta_CLOC,parent_LLOC,delta_LLOC,parent_LDC,delta_LDC,parent_NOS,delta_NOS,parent_TLLOC,delta_TLLOC,parent_NLE,delta_NLE,parent_NOI,delta_NOI,parent_NUMPAR,delta_NUMPAR,parent_LLDC,delta_LLDC,parent_NII,delta_NII,parent_NL,delta_NL,parent_TLOC,delta_TLOC,parent_CLLC,delta_CLLC,parent_TCLOC,delta_TCLOC,parent_DLOC,delta_DLOC,parent_NLM,delta_NLM,parent_NPA,delta_NPA,parent_TNLPM,delta_TNLPM,parent_TNLA,delta_TNLA,parent_NLA,delta_NLA,parent_TNLPA,delta_TNLPA,parent_NM,delta_NM,parent_TNG,delta_TNG,parent_NLPM,delta_NLPM,parent_TNM,delta_TNM,parent_NLS,delta_NLS,parent_NG,delta_NG,parent_TNLG,delta_TNLG,parent_RFC,delta_RFC,parent_NLG,delta_NLG,parent_TNLS,delta_TNLS,parent_TNA,delta_TNA,parent_NLPA,delta_NLPA,parent_NPM,delta_NPM,parent_TNPM,delta_TNPM,parent_TNS,delta_TNS,parent_NA,delta_NA,parent_NS,delta_NS,parent_TNLM,delta_TNLM,parent_TNPA,delta_TNPA,commit insert bug?,ID
13,53,13,45,13,4,6,6,24,-2,0,0,0,0,0,0,2,0,0,4,0,0,1,2,0,34,0,0,0,0,0,9,0,0,0,1,0,0,0,0,6,0,0,0,1,10,0,0,14,2,7,0,0,0,5,0,0,0,0,0,0,0,1,0,0,2,0,0,0,5,0,4,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,-1,0,-3,0,0,0,0,0,-3,0,0,0,0,0,1,0,0,1,0,0,0,0,-2,0,0,-1,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,101.0,-7.0,53.0,-3.0,48.0,-2.0,0.0,0.0,30.0,-1.0,48.0,-2.0,4.0,-2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,-2.0,101.0,-7.0,0.0,0.0,53.0,-3.0,47.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1,2c1b5be146585dc8b27aedebca959f92da19094e_CharSequenceTranslator.java
3,665,3,649,3,108,2,2,6,0,0,1,0,0,0,0,4,23,2,41,0,0,7,7,0,449,0,0,0,0,0,66,0,0,0,2,1,0,0,0,42,0,0,0,0,147,0,0,174,83,156,0,0,0,40,24,0,0,0,0,0,0,0,0,0,5,0,0,27,62,0,25,204,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1427.0,0.0,691.0,6.0,642.0,0.0,24.0,0.0,301.0,0.0,949.0,0.0,16.0,0.0,18.0,0.0,133.0,0.0,0.0,0.0,12.0,0.0,18.0,0.0,1994.0,0.0,0.0,0.0,946.0,6.0,663.0,6.0,91.0,0.0,4.0,0.0,107.0,0.0,56.0,0.0,34.0,0.0,4.0,0.0,91.0,0.0,22.0,0.0,68.0,0.0,147.0,0.0,0.0,0.0,22.0,0.0,22.0,0.0,109.0,0.0,22.0,0.0,0.0,0.0,56.0,0.0,4.0,0.0,68.0,0.0,109.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,145.0,0.0,4.0,0.0,0,34a6449c90a3b6074111a6bcbd31ad00ac1570f3_FastDateFormat.java
1,481,1,433,1,38,1,1,2,0,0,6,0,0,0,0,3,0,0,27,0,0,9,9,0,243,0,0,0,0,0,87,0,0,0,3,4,2,0,0,25,0,0,0,3,96,0,0,175,26,44,0,0,0,66,0,1,0,0,0,0,0,4,0,0,5,0,0,0,80,0,6,125,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060.0,1.0,532.0,2.0,472.0,0.0,30.0,0.0,251.0,0.0,472.0,0.0,4.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1060.0,1.0,0.0,0.0,532.0,2.0,524.0,0.0,38.0,0.0,4.0,0.0,34.0,0.0,8.0,0.0,8.0,0.0,4.0,0.0,38.0,0.0,23.0,0.0,34.0,0.0,38.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,38.0,0.0,23.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,34.0,0.0,34.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,38.0,0.0,4.0,0.0,0,501363c8135466849a05188ff2385e3aae8e5471_ClassUtils.java
1,90,1,76,0,7,1,1,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,22,0,0,0,0,0,13,0,0,0,0,4,0,0,0,5,0,0,0,1,5,0,0,36,2,19,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8,0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,37.0,0.0,80.0,0.0,0.0,0.0,48.0,0.0,80.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,118.0,0.0,0.0,0.0,37.0,0.0,37.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0,7.0,0.0,7.0,0.0,1.0,0.0,5.0,0.0,5.0,0.0,7.0,0.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0,782ea59054621c4fd0e4f96acdcd4c5929ac730d_DefaultExceptionContext.java
1,365,1,392,0,29,1,1,2,0,0,10,0,0,0,0,0,8,1,40,0,0,4,4,0,375,0,0,0,0,0,70,0,0,0,1,0,1,0,0,43,0,0,0,0,85,0,0,153,88,112,0,0,0,49,9,0,0,0,0,0,0,0,0,0,4,0,0,7,34,0,6,136,4,8,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.0,0.0,226.0,0.0,358.0,0.0,0.0,0.0,239.0,0.0,416.0,0.0,6.0,0.0,5.0,0.0,36.0,0.0,0.0,0.0,4.0,0.0,13.0,0.0,737.0,0.0,0.0,0.0,280.0,0.0,203.0,0.0,20.0,0.0,1.0,0.0,15.0,0.0,12.0,0.0,10.0,0.0,1.0,0.0,20.0,0.0,4.0,0.0,12.0,0.0,29.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,25.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,12.0,0.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,29.0,0.0,1.0,0.0,0,782ea59054621c4fd0e4f96acdcd4c5929ac730d_DurationFormatUtils.java
2,580,2,561,2,65,1,1,4,0,0,2,0,0,0,0,36,17,6,40,0,0,9,3,0,449,0,0,0,0,0,72,0,0,0,0,2,0,0,0,40,0,0,0,0,149,0,0,181,48,91,0,0,0,60,23,0,0,0,0,0,0,0,0,0,1,0,0,14,65,0,34,140,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1787.0,0.0,1149.0,0.0,572.0,0.0,47.0,0.0,312.0,-2.0,595.0,0.0,7.0,0.0,1.0,0.0,122.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1836.0,0.0,0.0,0.0,1175.0,0.0,1099.0,0.0,61.0,0.0,11.0,0.0,56.0,0.0,19.0,0.0,17.0,0.0,11.0,0.0,61.0,0.0,13.0,0.0,53.0,0.0,65.0,0.0,7.0,0.0,13.0,0.0,13.0,0.0,62.0,0.0,13.0,0.0,7.0,0.0,19.0,0.0,11.0,0.0,53.0,0.0,56.0,0.0,7.0,0.0,17.0,0.0,7.0,0.0,65.0,0.0,11.0,0.0,0,14373ad1b11e5dc3a26457647ddee4e8ada97430_DateUtils.java
0,633,0,609,0,47,0,0,12,12,0,1,0,0,0,0,29,0,1,38,0,0,62,15,0,457,0,0,0,0,0,136,0,0,0,0,0,0,0,0,49,0,0,0,4,196,0,0,86,45,48,0,0,0,110,4,0,0,0,0,0,0,12,0,0,14,0,0,0,99,0,31,221,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1425.0,20.0,730.0,8.0,629.0,12.0,312.0,12.0,382.0,8.0,629.0,12.0,4.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1425.0,20.0,0.0,0.0,730.0,8.0,646.0,8.0,47.0,0.0,18.0,0.0,46.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,47.0,0.0,0.0,0.0,46.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,46.0,0.0,46.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,47.0,0.0,18.0,0.0,0,bee5b923c54e59f877d392e35cb04ab62484c723_NumberUtils.java
2,73,2,53,2,6,1,1,31,27,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,26,0,0,0,1,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,30,4,13,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,8.0,0.0,0.0,21.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,35.0,30.0,8.0,64.0,24.0,0.0,0.0,31.0,7.0,64.0,24.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,95.0,35.0,0.0,0.0,30.0,8.0,30.0,6.0,6.0,1.0,0.0,0.0,5.0,0.0,9.0,1.0,9.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,5.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0,686f2f611ca1ff5ad61852dcb19c0d4bf63703a4_NumberMetaFormat.java
1,230,1,375,1,26,1,1,3,1,0,6,0,0,0,0,12,14,10,42,0,0,16,6,0,223,0,0,0,1,0,39,0,0,0,2,0,2,0,0,42,0,0,0,0,79,0,0,222,6,71,0,0,0,25,28,0,0,0,0,0,0,0,0,1,2,0,1,2,23,0,22,58,6,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0,1.0,155.0,0.0,222.0,1.0,0.0,0.0,117.0,1.0,399.0,1.0,5.0,0.0,3.0,0.0,30.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,639.0,1.0,0.0,0.0,223.0,0.0,144.0,0.0,19.0,0.0,0.0,0.0,8.0,0.0,14.0,0.0,9.0,0.0,0.0,0.0,19.0,0.0,3.0,0.0,8.0,0.0,28.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,22.0,0.0,2.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,1.0,0.0,9.0,0.0,1.0,0.0,28.0,0.0,0.0,0.0,0,0d575a69528f42fa52aaeba1128bb7818346d8e4_ExtendedMessageFormat.java
0,428,0,406,0,34,0,0,3,3,0,2,0,0,0,0,25,0,0,49,0,0,0,0,0,347,0,0,0,0,0,77,0,0,0,0,0,0,0,0,47,0,0,0,0,167,0,0,104,49,52,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,31,56,0,36,150,0,7,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0,3.0,468.0,0.0,426.0,3.0,0.0,0.0,250.0,2.0,426.0,3.0,3.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,908.0,3.0,0.0,0.0,468.0,0.0,403.0,0.0,34.0,0.0,12.0,0.0,27.0,0.0,18.0,0.0,18.0,0.0,12.0,0.0,34.0,0.0,9.0,0.0,27.0,0.0,34.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,34.0,0.0,9.0,0.0,0.0,0.0,18.0,0.0,12.0,0.0,27.0,0.0,27.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,34.0,0.0,12.0,0.0,0,673385b43d0d5783039242460ba1c12b3f1f4e92_Fraction.java
